Day of date,customer,ab test group name,customer sensitive to VT,impressions,installs,spend,clickthrough install,viewthrough install,viewthrough conversion rate,clickthrough conversion rate,installs conversion rate,cost per impression
5-Sep-22,customer_13,control,False,995026,24,331,24,0,0.0,0.0024119972744430797,0.0024119972744430797,0.33265462410027474
5-Sep-22,customer_13,experiment,False,714686,16,344,16,0,0.0,0.002238745407073876,0.002238745407073876,0.4813302625208833
5-Sep-22,customer_14,control,False,4123005,1129,10548,958,171,0.004147460408124657,0.02323547994727147,0.027382940355396124,2.5583282096432094
5-Sep-22,customer_14,experiment,False,16935543,1405,10600,733,672,0.0039679861460597985,0.0043281753646753456,0.008296161510735145,0.625902576610623
5-Sep-22,customer_15,control,False,5129945,653,10235,553,100,0.0019493386381335474,0.010779842668878516,0.012729181307012064,1.9951480961296857
5-Sep-22,customer_15,experiment,False,5383066,715,10244,578,137,0.0025450180250437206,0.01073737531733774,0.01328239334238146,1.9030047188721075
5-Sep-22,customer_16,control,False,16545206,5645,9770,5313,332,0.0020066235500482738,0.032112020847609876,0.03411864439765815,0.590503376023242
5-Sep-22,customer_16,experiment,False,15088184,5960,9925,5330,630,0.004175452791402862,0.03532565615583691,0.03950110894723977,0.6577995072170382
5-Sep-22,customer_17,control,False,1885601,1132,9442,1118,14,0.0007424688468026905,0.05929144076610057,0.06003390961290325,5.0074220367935744
5-Sep-22,customer_17,experiment,False,2291478,1120,9507,1104,16,0.0006982393023192892,0.04817851186003095,0.04887675116235024,4.1488506544684265
5-Sep-22,customer_18,control,False,1530541,351,1065,335,16,0.001045381992380472,0.02188768546546613,0.022933067457846606,0.6958323886782517
5-Sep-22,customer_18,experiment,False,1461343,297,1067,282,15,0.0010264530640650416,0.01929731760442278,0.020323770668487822,0.7301502795715995
5-Sep-22,customer_19,control,True,1836798,86,347,78,8,0.0004355405439248083,0.004246520303266881,0.004682060847191689,0.1889157109273856
5-Sep-22,customer_19,experiment,True,2224566,95,348,88,7,0.00031466811953432714,0.003955827788431542,0.004270495907965868,0.15643500799706547
5-Sep-22,customer_20,control,True,1833985,486,8121,469,17,0.0009269432410843056,0.02557272823932584,0.026499671480410148,4.428062388732733
5-Sep-22,customer_20,experiment,True,4736893,556,8098,530,26,0.0005488829914460807,0.011188768671785492,0.011737651663231574,1.709559409511678
5-Sep-22,customer_21,control,False,30111,36,691,30,6,0.019926272790674503,0.09963136395337252,0.11955763674404703,22.948424163926806
5-Sep-22,customer_21,experiment,False,79086,35,710,29,6,0.007586677793794097,0.036668942670004805,0.044255620463798905,8.977568722656349
5-Sep-22,customer_22,control,False,1649272,158,665,147,11,0.0006669609379168506,0.00891302344307064,0.00957998438098749,0.40320820337700514
5-Sep-22,customer_22,experiment,False,1923827,146,672,119,27,0.00140345259734893,0.00618558737350084,0.00758903997084977,0.3493037575624004
5-Sep-22,customer_23,control,True,73550,127,1015,124,3,0.00407885791978246,0.16859279401767505,0.1726716519374575,13.80013596193066
5-Sep-22,customer_23,experiment,True,455726,116,1012,97,19,0.004169171826931094,0.02128471932696401,0.025453891153895104,2.2206325730811933
5-Sep-22,customer_24,control,False,585878,690,420,643,47,0.008022147955717743,0.10974981139418104,0.11777195934989879,0.7168727960428621
5-Sep-22,customer_24,experiment,False,1156537,670,440,593,77,0.006657806883826458,0.05127375950791025,0.05793156639173671,0.38044610764722614
5-Sep-22,customer_25,control,False,11711013,10337,7277,8217,2120,0.018102618449830087,0.07016472443502539,0.08826734288485548,0.6213809172613847
5-Sep-22,customer_25,experiment,False,30009447,11548,7352,7078,4470,0.014895309467048826,0.023585906131492525,0.038481215598541355,0.2449895194669865
5-Sep-22,customer_26,control,False,95051,214,602,192,22,0.02314546927438954,0.2019968227583087,0.22514229203269825,6.333442046901137
5-Sep-22,customer_26,experiment,False,572189,288,619,226,62,0.010835580551181516,0.03949743878333907,0.05033301933452059,1.081810380835703
5-Sep-22,customer_27,control,False,2697661,672,3669,631,41,0.0015198351460765456,0.023390633589617082,0.024910468735693622,1.360067109988987
5-Sep-22,customer_27,experiment,False,3593519,766,3690,713,53,0.0014748774112506432,0.019841275362673747,0.021316152773924388,1.0268486127386554
5-Sep-22,customer_28,control,False,9005593,673,3056,443,230,0.002553968406078312,0.004919165234316052,0.007473133640394364,0.3393446716945791
5-Sep-22,customer_28,experiment,False,8143870,712,3051,479,233,0.0028610476346012403,0.005881724536369073,0.008742772170970312,0.3746376108655958
5-Sep-22,customer_29,control,False,2304218,56,504,30,26,0.0011283654584765851,0.0013019601443960598,0.002430325602872645,0.21872930425853804
5-Sep-22,customer_29,experiment,False,879139,63,509,46,17,0.0019337101413997105,0.005232392147316863,0.007166102288716575,0.5789755658661485
5-Sep-22,customer_30,control,False,3263307,660,5359,617,43,0.0013176817259301684,0.01890720057904451,0.020224882304974677,1.6421991556418076
5-Sep-22,customer_30,experiment,False,6081869,681,5375,614,67,0.0011016350401496645,0.01009558081569991,0.011197215855849575,0.8837743792245443
6-Sep-22,customer_1,control,False,11540980,3984,40728,3775,209,0.0018109380659181455,0.03270952726718182,0.03452046533309996,3.52898973917293
6-Sep-22,customer_1,experiment,False,46828755,4469,40896,3250,1219,0.0026031014490989564,0.006940180237548489,0.009543281686647444,0.8733095722916401
6-Sep-22,customer_2,control,False,29598910,3303,7789,3029,274,0.0009257097643122669,0.010233484949276849,0.011159194713589116,0.26315158227110386
6-Sep-22,customer_2,experiment,False,23085423,3485,7819,3148,337,0.0014597956468027464,0.013636310671023876,0.01509610631782662,0.3386985804851832
6-Sep-22,customer_3,control,False,30717356,3175,12965,2605,570,0.0018556284596890436,0.008480547609631506,0.010336176069320548,0.4220740873661131
6-Sep-22,customer_3,experiment,False,67599717,3858,13070,2085,1773,0.002622792045120544,0.00308433243884734,0.005707124483967884,0.1933440046797829
6-Sep-22,customer_4,control,True,5189817,4324,4921,4074,250,0.004817125536411015,0.07849987774135389,0.08331700327776491,0.948202990587144
6-Sep-22,customer_4,experiment,True,4354459,4415,4959,4133,282,0.006476120225267938,0.0949142017412496,0.10139032196651754,1.1388326311029682
6-Sep-22,customer_5,control,True,25491017,1574,15361,1179,395,0.001549565480263106,0.004625158737291651,0.006174724217554757,0.6026044390461157
6-Sep-22,customer_5,experiment,True,18764123,1640,15442,1266,374,0.0019931653613654097,0.006746918041413392,0.008740083402778803,0.8229534628396967
6-Sep-22,customer_6,control,False,3819249,207,3553,200,7,0.00018328210598471062,0.005236631599563161,0.005419913705547871,0.9302876036623954
6-Sep-22,customer_6,experiment,False,3877707,214,3564,200,14,0.000361038108345989,0.0051576872620855575,0.005518725370431546,0.9190998701036462
6-Sep-22,customer_7,control,False,2512053,370,1237,336,34,0.0013534746281228939,0.01337551397203801,0.014728988600160904,0.49242591617294695
6-Sep-22,customer_7,experiment,False,10977931,427,1231,306,121,0.0011022113365441995,0.0027874104874588846,0.003889621824003084,0.11213406242032309
6-Sep-22,customer_8,control,False,2585671,580,12532,522,58,0.0022431314734163784,0.020188183260747405,0.022431314734163783,4.846710969802423
6-Sep-22,customer_8,experiment,False,27032615,615,12777,368,247,0.0009137110856644835,0.0013613185405851414,0.0022750296262496247,0.4726512769852269
6-Sep-22,customer_9,control,False,4693218,585,12810,482,103,0.002194656203909556,0.010270138740625302,0.01246479494453486,2.729470482726351
6-Sep-22,customer_9,experiment,False,3161936,579,12801,487,92,0.0029096098086741793,0.015401956269829625,0.018311566078503805,4.04846903922154
6-Sep-22,customer_10,control,False,2435337,348,6192,206,142,0.005830815201345851,0.008458788249839755,0.014289603451185608,2.5425639244178524
6-Sep-22,customer_10,experiment,False,6756189,2006,6281,44,1962,0.029040040176495953,0.0006512547236319174,0.029691294900127868,0.929666117984562
6-Sep-22,customer_11,control,False,96017178,4406,12421,2356,2050,0.0021350346289077567,0.0024537276027837437,0.004588762231691501,0.12936226890567437
6-Sep-22,customer_11,experiment,False,120052773,4506,12490,1937,2569,0.002139892262213718,0.0016134571085667465,0.003753349370780465,0.10403758020649802
6-Sep-22,customer_12,control,False,523120,633,2309,577,56,0.010705000764642912,0.11029974002141,0.12100474078605292,4.413901208135801
6-Sep-22,customer_12,experiment,False,3178686,723,2321,502,221,0.00695255838418768,0.015792689180372018,0.022745247564559694,0.7301759280407062
6-Sep-22,customer_13,control,False,931147,35,342,34,1,0.00010739442859183351,0.003651410572122339,0.003758805000714173,0.3672889457840706
6-Sep-22,customer_13,experiment,False,653701,19,338,17,2,0.0003059502739019827,0.0026005773281668533,0.0029065276020688357,0.5170559628943509
6-Sep-22,customer_14,control,False,3520135,894,9468,729,165,0.0046873202306161555,0.020709433018904103,0.025396753249520263,2.6896695723317428
6-Sep-22,customer_14,experiment,False,13745440,1096,9554,537,559,0.004066803245294439,0.0039067501658731916,0.00797355341116763,0.6950668730866382
6-Sep-22,customer_15,control,False,3402099,861,9090,762,99,0.002909968228437797,0.022397937273430316,0.025307905501868108,2.6718799188383406
6-Sep-22,customer_15,experiment,False,3931377,876,9156,735,141,0.0035865296052757087,0.018695739431756352,0.022282269037032062,2.3289549692130773
6-Sep-22,customer_16,control,False,15885951,5202,9449,4922,280,0.0017625636639569137,0.030983351264271177,0.03274591492822809,0.5948022878831742
6-Sep-22,customer_16,experiment,False,14577014,5561,9513,4964,597,0.004095488966395998,0.03405361344922904,0.03814910241562504,0.6526027895699352
6-Sep-22,customer_17,control,False,1752841,1123,9147,1111,12,0.000684602881835831,0.06338281680996737,0.0640674196918032,5.218385466793623
6-Sep-22,customer_17,experiment,False,2078831,1140,9156,1126,14,0.0006734554179728896,0.05416505718839098,0.05483851260636387,4.404398433542697
6-Sep-22,customer_18,control,False,1387534,279,1004,272,7,0.0005044921421745341,0.019603123238781897,0.02010761538095643,0.7235858724903317
6-Sep-22,customer_18,experiment,False,1388855,276,1007,264,12,0.0008640210821144036,0.01900846380651688,0.019872484888631282,0.7250576914076704
6-Sep-22,customer_19,control,True,1555166,79,349,75,4,0.0002572072691918419,0.004822636297347036,0.005079843566538878,0.22441334236988206
6-Sep-22,customer_19,experiment,True,1781941,76,350,69,7,0.000392830065641904,0.0038721820756130536,0.004265012141254958,0.196415032820952
6-Sep-22,customer_20,control,True,1627265,455,7613,440,15,0.0009217920867221995,0.02703923454385119,0.02796102663057338,4.67840210414407
6-Sep-22,customer_20,experiment,True,3973197,464,7642,450,14,0.00035236108353046676,0.011325891970622146,0.011678253054152613,1.9233881430998765
6-Sep-22,customer_21,control,False,25069,29,644,28,1,0.003988990386533169,0.11169173082292871,0.11568072120946189,25.689098089273607
6-Sep-22,customer_21,experiment,False,68399,20,670,14,6,0.00877205807102443,0.020468135499057006,0.02924019357008143,9.79546484597728
6-Sep-22,customer_22,control,False,1608338,141,642,121,20,0.001243519707922091,0.00752329423292865,0.008766813940850741,0.39916982624299124
6-Sep-22,customer_22,experiment,False,1833680,127,655,94,33,0.001799659700711138,0.005126303389904454,0.0069259630906155925,0.35720518301993803
6-Sep-22,customer_23,control,True,53231,75,694,71,4,0.007514418290094117,0.1333809246491706,0.14089534293926473,13.037515733313295
6-Sep-22,customer_23,experiment,True,335309,98,700,92,6,0.001789394260219678,0.027437378656701733,0.02922677291692141,2.0876266369229577
6-Sep-22,customer_24,control,False,566397,627,403,572,55,0.009710503410152243,0.10098923546558332,0.11069973887573557,0.7115150680529735
6-Sep-22,customer_24,experiment,False,837542,658,423,590,68,0.008118995823493031,0.07044422846854248,0.07856322429203551,0.5050492990202282
6-Sep-22,customer_25,control,False,11108282,9716,7003,7463,2253,0.020282164244659975,0.06718410641717594,0.08746627066183592,0.6304305202190582
6-Sep-22,customer_25,experiment,False,24633917,11336,7056,6933,4403,0.017873730759099333,0.028144123405140973,0.0460178541642403,0.28643434984375404
6-Sep-22,customer_26,control,False,116887,194,575,170,24,0.02053265119303259,0.14543961261731414,0.16597226381034674,4.919281014997391
6-Sep-22,customer_26,experiment,False,538456,248,578,194,54,0.01002867458065283,0.036028942011974985,0.04605761659262781,1.073439612521729
6-Sep-22,customer_27,control,False,2858946,702,3656,659,43,0.0015040507935441942,0.02305045285920056,0.024554503652744752,1.2787929537668776
6-Sep-22,customer_27,experiment,False,3956219,693,3687,636,57,0.001440769583281411,0.01607595535029785,0.017516724933579256,0.9319504304488705
6-Sep-22,customer_28,control,False,8239509,612,2824,357,255,0.0030948446078522397,0.0043327824509931355,0.007427627058845375,0.3427388695127343
6-Sep-22,customer_28,experiment,False,7329743,602,2818,347,255,0.0034789760022963974,0.004734135971752353,0.00821311197404875,0.38446095586161755
6-Sep-22,customer_29,control,False,2046798,52,487,32,20,0.0009771359948563562,0.0015634175917701696,0.002540553586626526,0.23793261474752272
6-Sep-22,customer_29,experiment,False,821275,51,485,31,20,0.0024352378923016044,0.0037746187330674865,0.006209856625369091,0.590545188883139
6-Sep-22,customer_30,control,False,2824254,579,4858,550,29,0.0010268198256955642,0.019474169108019322,0.020500988933714884,1.7201002459410522
6-Sep-22,customer_30,experiment,False,4322149,605,4881,547,58,0.0013419250470078658,0.012655741391608664,0.01399766643861653,1.1292993369733435
7-Sep-22,customer_1,control,False,9057056,4121,43067,3916,205,0.0022634286461296034,0.04323700769874891,0.04550043634487851,4.7550771464811525
7-Sep-22,customer_1,experiment,False,49073727,4507,43364,3380,1127,0.002296544544089753,0.00688759588200831,0.009184140426098062,0.8836500231580129
7-Sep-22,customer_2,control,False,22850625,3299,8468,3017,282,0.0012341019118733076,0.013203139957878614,0.014437241869751921,0.37058067339514783
7-Sep-22,customer_2,experiment,False,18819551,3548,8522,3190,358,0.0019022770521995981,0.016950457532169602,0.018852734584369202,0.45282695639231774
7-Sep-22,customer_3,control,False,28475166,3066,13102,2508,558,0.0019596022723800803,0.008807674729622296,0.010767277002002376,0.4601202324860898
7-Sep-22,customer_3,experiment,False,62846055,3858,13218,2190,1668,0.002654104541645454,0.003484705603239535,0.006138810144884989,0.21032346421744372
7-Sep-22,customer_4,control,True,6328272,4306,5320,4062,244,0.003855712902353123,0.0641881385629442,0.06804385146529732,0.8406718295294513
7-Sep-22,customer_4,experiment,True,5236971,4293,5342,4063,230,0.004391851702062127,0.07758301506729749,0.08197486676935963,1.0200552953224298
7-Sep-22,customer_5,control,True,25052773,1650,16220,1211,439,0.0017523010327040443,0.0048337962428350745,0.006586097275539119,0.6474333200560274
7-Sep-22,customer_5,experiment,True,18791217,1582,16289,1210,372,0.001979648258013305,0.006439178473645427,0.008418826731658733,0.866841141795127
7-Sep-22,customer_6,control,False,3473601,181,3655,174,7,0.00020151997883464452,0.005009210902461163,0.005210730881295808,1.0522221752008938
7-Sep-22,customer_6,experiment,False,4067147,177,3680,167,10,0.00024587259816279074,0.004106072389318606,0.004351944987481396,0.90481116123907
7-Sep-22,customer_7,control,False,2441338,370,1257,332,38,0.0015565235129261085,0.013599100165564948,0.015155623678491057,0.5148815936179258
7-Sep-22,customer_7,experiment,False,9335573,412,1258,303,109,0.00116757696608446,0.0032456497314090954,0.004413226697493555,0.1347533782875459
7-Sep-22,customer_8,control,False,2223715,563,12822,513,50,0.002248489577126565,0.02306950306131856,0.025317992638445128,5.766026671583364
7-Sep-22,customer_8,experiment,False,26662131,617,12906,355,262,0.0009826671393970722,0.0013314764675036665,0.0023141436069007387,0.4840573321014738
7-Sep-22,customer_9,control,False,4632480,536,13143,433,103,0.0022234310779539255,0.009347045211204365,0.01157047628915829,2.837141228888198
7-Sep-22,customer_9,experiment,False,3348279,549,13159,467,82,0.002449019332021017,0.013947463756753842,0.016396483088774862,3.9300787061054354
7-Sep-22,customer_10,control,False,2376137,289,7583,197,92,0.0038718306225609045,0.008290767746135849,0.012162598368696756,3.191314305530363
7-Sep-22,customer_10,experiment,False,8620411,2094,7779,34,2060,0.023896772439272327,0.00039441274899769857,0.024291185188270028,0.9023931689567933
7-Sep-22,customer_11,control,False,85894016,4297,12987,2393,1904,0.002216685269437163,0.0027859915177327367,0.005002676787169901,0.1511979600534687
7-Sep-22,customer_11,experiment,False,107678660,4668,13070,2177,2491,0.0023133645979621217,0.002021756214276812,0.004335120812238934,0.12137966798621008
7-Sep-22,customer_12,control,False,439355,630,2383,587,43,0.009787074233820033,0.13360494361051997,0.14339201784434,5.4238599765565425
7-Sep-22,customer_12,experiment,False,2435103,749,2376,518,231,0.009486251710913255,0.02127220080629033,0.030758452517203588,0.9757287474082206
7-Sep-22,customer_13,control,False,630265,42,338,29,13,0.0020626244516195567,0.004601239161305165,0.006663863612924723,0.5362823574210849
7-Sep-22,customer_13,experiment,False,447569,56,340,18,38,0.008490310991154437,0.004021726258967891,0.012512037250122328,0.7596594044717128
7-Sep-22,customer_14,control,False,3055968,836,9798,693,143,0.004679368370349428,0.022676939025539532,0.027356307395888964,3.206185405082776
7-Sep-22,customer_14,experiment,False,11756985,1108,9945,530,578,0.004916226396478349,0.004507958460438624,0.009424184856916974,0.8458801299823041
7-Sep-22,customer_15,control,False,4456110,852,10016,774,78,0.0017504056228414468,0.01736940964204205,0.019119815264883495,2.247700348510248
7-Sep-22,customer_15,experiment,False,7262845,919,10088,723,196,0.002698666982429062,0.009954776674980672,0.012653443657409735,1.3889873734053253
7-Sep-22,customer_16,control,False,14093493,4995,9707,4743,252,0.0017880592128580188,0.033653828756292,0.03544188796915002,0.6887575706036821
7-Sep-22,customer_16,experiment,False,13692076,5382,9854,4775,607,0.00443322108349384,0.03487418562386011,0.03930740670735395,0.7196863353665288
7-Sep-22,customer_17,control,False,1593665,1312,9826,1303,9,0.0005647360016063603,0.08176122334367637,0.08232595934528272,6.1656621686489945
7-Sep-22,customer_17,experiment,False,1974639,1239,9864,1224,15,0.0007596325201720416,0.06198601364603859,0.06274564616621063,4.995343452651346
7-Sep-22,customer_18,control,False,1302535,259,971,242,17,0.0013051472705148037,0.0185791552626225,0.019884302533137305,0.7454694115705145
7-Sep-22,customer_18,experiment,False,1370992,254,976,247,7,0.0005105792010456662,0.01801615180832565,0.018526731009371317,0.7118932860293861
7-Sep-22,customer_19,control,True,721270,64,283,59,5,0.0006932216784283279,0.008180015805454268,0.008873237483882596,0.39236346999043353
7-Sep-22,customer_19,experiment,True,953293,77,285,70,7,0.0007342968006688394,0.007342968006688394,0.008077264807357234,0.2989636974151703
7-Sep-22,customer_20,control,True,1558489,456,8206,447,9,0.0005774824204726501,0.028681626883474955,0.029259109303947605,5.265356380442852
7-Sep-22,customer_20,experiment,True,3490244,475,8217,458,17,0.00048707196402314565,0.013122291736623572,0.013609363700646715,2.3542766637518753
7-Sep-22,customer_21,control,False,23117,32,684,29,3,0.012977462473504345,0.12544880391054203,0.13842626638404637,29.58861443958991
7-Sep-22,customer_21,experiment,False,60795,26,692,24,2,0.0032897442223867096,0.03947693066864051,0.04276667489102722,11.382515009458015
7-Sep-22,customer_22,control,False,1428903,132,661,114,18,0.001259707621860966,0.007978148271786119,0.009237855893647083,0.46259263225005476
7-Sep-22,customer_22,experiment,False,1657560,138,665,115,23,0.0013875817466637709,0.006937908733318855,0.008325490479982624,0.4011921137093077
7-Sep-22,customer_23,control,True,37039,53,359,50,3,0.008099570722751694,0.1349928453791949,0.14309241610194662,9.692486298226195
7-Sep-22,customer_23,experiment,True,246918,37,361,35,2,0.0008099855012595275,0.01417474627204173,0.014984731773301257,1.462023829773447
7-Sep-22,customer_24,control,False,526235,627,429,575,52,0.00988151681283077,0.109266772449571,0.11914828926240179,0.8152251370585385
7-Sep-22,customer_24,experiment,False,950999,689,435,628,61,0.006414307480870117,0.06603582127846612,0.07245012875933624,0.45741373019319687
7-Sep-22,customer_25,control,False,8936382,6009,7232,4655,1354,0.015151545670272378,0.05209043212342534,0.06724197779369771,0.8092760582526575
7-Sep-22,customer_25,experiment,False,20019856,6835,7305,4060,2775,0.013861238562355292,0.020279866148887386,0.034141104711242674,0.36488773945227176
7-Sep-22,customer_26,control,False,126268,215,602,194,21,0.01663129217220515,0.153641461019419,0.17027275319162416,4.7676370893654765
7-Sep-22,customer_26,experiment,False,616409,223,605,175,48,0.0077870375026970725,0.028390240895249746,0.036177278397946815,0.9814911852357769
7-Sep-22,customer_27,control,False,2877190,617,3945,583,34,0.001181708542014952,0.02026282588219756,0.021444534424212514,1.3711294700732313
7-Sep-22,customer_27,experiment,False,4350971,662,4015,605,57,0.0013100523997976543,0.013904942138203173,0.015214994538000827,0.9227825237171198
7-Sep-22,customer_28,control,False,7327694,626,2918,361,265,0.0036164173886082036,0.0049265157633492885,0.008542933151957493,0.398215318489009
7-Sep-22,customer_28,experiment,False,6389992,597,2922,343,254,0.003974965852852398,0.0053677688485369,0.009342734701389297,0.457277567796642
7-Sep-22,customer_29,control,False,1334971,55,497,30,25,0.001872699856401375,0.00224723982768165,0.004119939684083025,0.37229273145259334
7-Sep-22,customer_29,experiment,False,557599,64,496,47,17,0.0030487859554984855,0.008428996465201694,0.01147778242070018,0.8895281376042641
7-Sep-22,customer_30,control,False,2162678,541,4931,510,31,0.001433408024680512,0.023581873954421323,0.025015281979101835,2.2800435386127753
7-Sep-22,customer_30,experiment,False,3294670,579,4955,532,47,0.0014265465130043373,0.016147292445070374,0.017573838958074708,1.5039442493481896
8-Sep-22,customer_1,control,False,8858933,4050,42631,3836,214,0.002415640800082809,0.04330092574354045,0.04571656654362326,4.812204810669637
8-Sep-22,customer_1,experiment,False,56714017,4060,43046,3195,865,0.0015251961433096865,0.00563352795129994,0.007158724094609627,0.7590010772821824
8-Sep-22,customer_2,control,False,26417015,3667,8851,3370,297,0.0011242753959900464,0.012756929577395479,0.013881204973385526,0.33504920976120883
8-Sep-22,customer_2,experiment,False,22051818,3838,8880,3481,357,0.001618914141228628,0.015785546570355333,0.017404460711583962,0.40268788722997806
8-Sep-22,customer_3,control,False,28612017,2970,12975,2427,543,0.001897803989142045,0.008482449874121072,0.010380253863263118,0.4534807874607372
8-Sep-22,customer_3,experiment,False,65081940,3879,13126,2076,1803,0.002770353803220986,0.003189825011362599,0.005960178814583585,0.20168421531380287
8-Sep-22,customer_4,control,True,8977328,5082,6071,4788,294,0.0032749165453239536,0.053334355166704386,0.05660927171202834,0.6762591274374735
8-Sep-22,customer_4,experiment,True,8733927,5283,6130,4945,338,0.0038699659385749386,0.05661828865755347,0.0604882545961284,0.7018606864930289
8-Sep-22,customer_5,control,True,26850117,1669,16951,1218,451,0.0016796947290769722,0.004536293082074838,0.00621598781115181,0.6313194091481985
8-Sep-22,customer_5,experiment,True,22276217,1541,17033,1149,392,0.0017597242835262377,0.005157967351458284,0.0069176916349845225,0.7646271357475105
8-Sep-22,customer_6,control,False,2858914,187,3441,184,3,0.00010493495082398421,0.006436010317204365,0.006540945268028349,1.203603885951099
8-Sep-22,customer_6,experiment,False,3370284,189,3481,181,8,0.00023736872026215,0.005370467295931144,0.005607836016193294,1.0328506440406802
8-Sep-22,customer_7,control,False,2981623,407,1271,367,40,0.0013415512289783116,0.012308732525876009,0.01365028375485432,0.42627790300785845
8-Sep-22,customer_7,experiment,False,11223586,435,1269,289,146,0.0013008320157211785,0.002574934606461785,0.0038757666221829637,0.11306546766782025
8-Sep-22,customer_8,control,False,2343005,589,12760,520,69,0.002944936097020706,0.022193721310880685,0.02513865740790139,5.4459977678237985
8-Sep-22,customer_8,experiment,False,27976308,645,12932,388,257,0.0009186344388258808,0.0013868877909122247,0.0023055222297381057,0.46224827092981674
8-Sep-22,customer_9,control,False,5000527,593,13831,490,103,0.0020597828988824576,0.009798967188858294,0.011858750087740752,2.7659084732469195
8-Sep-22,customer_9,experiment,False,3584058,571,13854,465,106,0.002957541423715799,0.01297412039648912,0.015931661820204918,3.8654508381281776
8-Sep-22,customer_10,control,False,2289450,270,7619,191,79,0.003450610408613423,0.008342615038546376,0.011793225447159798,3.327873506737426
8-Sep-22,customer_10,experiment,False,8212273,1193,7644,45,1148,0.013979077412550703,0.0005479603515372662,0.01452703776408797,0.9308019838113029
8-Sep-22,customer_11,control,False,100654366,4534,13899,2503,2031,0.0020177962275377105,0.002486727699422398,0.004504523926960108,0.13808640948570478
8-Sep-22,customer_11,experiment,False,119818556,4650,13954,2089,2561,0.002137398484421729,0.001743469517359231,0.00388086800178096,0.1164594238641968
8-Sep-22,customer_12,control,False,429205,600,2270,540,60,0.013979333884740392,0.12581400496266354,0.13979333884740391,5.288847986393448
8-Sep-22,customer_12,experiment,False,2702941,707,2269,490,217,0.008028292145481532,0.018128401618829268,0.026156693764310797,0.8394559851657879
8-Sep-22,customer_13,control,False,742235,50,339,37,13,0.0017514668534897979,0.0049849441214709625,0.006736410974960761,0.4567286641023396
8-Sep-22,customer_13,experiment,False,510408,87,344,31,56,0.010971614864970768,0.006073572514537389,0.017045187379508157,0.673970627419633
8-Sep-22,customer_14,control,False,3251545,808,10161,648,160,0.004920737680087466,0.01992898760435424,0.024849725284441702,3.124975972960547
8-Sep-22,customer_14,experiment,False,12528196,1185,10363,562,623,0.004972782992858668,0.004485881287297868,0.009458664280156535,0.8271741597912421
8-Sep-22,customer_15,control,False,4239063,950,10353,860,90,0.0021231106968686237,0.020287502214522406,0.022410612911391032,2.442285004964541
8-Sep-22,customer_15,experiment,False,9578289,923,10372,730,193,0.002014973655524489,0.007621402945766202,0.00963637660129069,1.0828656349792747
8-Sep-22,customer_16,control,False,15626432,4938,9350,4686,252,0.00161265220365084,0.029987651691697762,0.0316003038953486,0.5983451628625139
8-Sep-22,customer_16,experiment,False,15171905,5525,9574,4748,777,0.005121308102047831,0.031294685802475034,0.03641599390452287,0.631034797541904
8-Sep-22,customer_17,control,False,1493054,1200,9423,1189,11,0.0007367449536319517,0.07963543180621732,0.08037217675984927,6.311225180067164
8-Sep-22,customer_17,experiment,False,1797312,1270,9483,1254,16,0.0008902182815226294,0.06977085781433608,0.0706610760958587,5.276212477299434
8-Sep-22,customer_18,control,False,1344494,241,891,230,11,0.0008181516615172697,0.017106807468088365,0.017924959129605636,0.6627028458289885
8-Sep-22,customer_18,experiment,False,1414710,225,892,211,14,0.00098960210926621,0.014914717503940737,0.015904319613206947,0.630517915332471
8-Sep-22,customer_19,control,True,238933,88,354,82,6,0.0025111642175840087,0.03431924430698145,0.03683040852456546,1.4815868883745653
8-Sep-22,customer_19,experiment,True,646716,88,355,84,4,0.0006185095157689001,0.0129886998311469,0.013607209346915802,0.5489271952448989
8-Sep-22,customer_20,control,True,1610097,524,8742,499,25,0.0015527014832025648,0.030991921604723194,0.03254462308792576,5.429486546462728
8-Sep-22,customer_20,experiment,True,3620018,575,8776,554,21,0.0005801076127245776,0.015303791307115048,0.015883898919839625,2.4242973377480443
8-Sep-22,customer_21,control,False,23661,30,692,26,4,0.01690545623600017,0.1098854655340011,0.12679092177000129,29.246439288280293
8-Sep-22,customer_21,experiment,False,102828,23,713,19,4,0.003889991053020578,0.018477457501847747,0.022367448554868326,6.93390905200918
8-Sep-22,customer_22,control,False,1682781,172,665,142,30,0.0017827631759569427,0.008438412366196196,0.010221175542153139,0.39517917067045566
8-Sep-22,customer_22,experiment,False,1845486,144,672,109,35,0.0018965193992260033,0.005906303271875268,0.007802822671101271,0.3641317246513926
8-Sep-22,customer_23,control,True,1749071,49,577,37,12,0.0006860784953841211,0.0021154086941010397,0.0028014871894851607,0.3298894098638649
8-Sep-22,customer_23,experiment,True,689148,59,582,47,12,0.0017412805377074302,0.0068200154393541,0.00856129597706153,0.8445210607881036
8-Sep-22,customer_24,control,False,698141,893,459,830,63,0.00902396507295804,0.11888715889770118,0.1279111239706592,0.6574603124583716
8-Sep-22,customer_24,experiment,False,1259877,898,471,809,89,0.007064181662178134,0.06421261758092259,0.07127679924310072,0.3738460183017866
8-Sep-22,customer_25,control,False,9493977,5635,7174,4444,1191,0.012544795505613717,0.04680862403605991,0.059353419541673634,0.7556369685749186
8-Sep-22,customer_25,experiment,False,20784054,6223,7226,3885,2338,0.011249008494685396,0.01869221471422274,0.02994122320890814,0.34767038230366415
